user_num_places_rated,user_num_following,user_url,beer_num_ratings,user_num_friends,user_num_breweries_rated,review_palate_score,review_taste_score,user_num_ratings,review_ratings_blob,review_aroma_score,user_num_countries_rated,user_id,review_avg_score,beer_global_style_score,beer_weighted_avg_score,beer_brewer_name,review_overall_score,user_location,review_appearance_score,beer_num_calories,beer_style,beer_url,review_blob,beer_global_score,user_name,beer_location,beer_ABV,beer_name
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,85,3,303,4,7,981,3.5 AROMA 7/10 APPEARANCE 3/5 TASTE 7/10 PALATE 4/5 OVERALL 14/20Atheist_Peace(981),7,31,101257,3.5,95.199,3.513091,Belgh Brasse (Groupe Geloso),14," Halifax, Nova Scotia, Canada                          ",3,240,Abbey Dubbel,http://www.ratebeer.com/beer/belgh-brasse-mons-abbey-dubbel/187593/101257/,Dark mahogany pour with a lot of red highlights. Beige head thats a little on the short side. Lots of red and purple fruit on the nose with hint of confectioners sugar. Feels about the same on the palate but theres a big burst of licorice for me that I cant decide if Im really a fan of. It was quite shocking on the first sip.  ,89.649,Atheist_Peace,Canada,8%,Belgh Brasse Mons Abbey Dubbel
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,1534,3,303,3,7,981,3.4 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 13/20Atheist_Peace(981),7,31,101257,3.4,93.068,3.638734,Brouwerij Huyghe,13," Halifax, Nova Scotia, Canada                          ",4,1534,Belgian Strong Ale,http://www.ratebeer.com/beer/delirium-noel/5998/101257/,Mahogany pour with a light beige head that lasts for days. Lots of cooked fruit and spice on the nose Theres also a bready character in there. A little warm on the palate but full of spice and bread notes with some cooked fruit. Solid but not especially exciting. ,95.079,Atheist_Peace,Belgium,10%,Delirium Nol
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,1971,3,303,3,7,981,3.4 AROMA 7/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 13/20Atheist_Peace(981),7,31,101257,3.4,85.998,3.327447,Kstritzer Schwarzbierbrauerei (Bitburger),13," Halifax, Nova Scotia, Canada                          ",4,1971,Schwarzbier,http://www.ratebeer.com/beer/kostritzer-schwarzbier/2225/101257/,Near black pour with a tan head of tight bubbles. Grainy nose with light molasses notes. Theres also a foresty sort of aroma that I cant quite define. Much less grain on the palate. Light molasses and that foresty note. A touch of licorice. Medium body. Im not sure what to make of this.  ,72.207,Atheist_Peace,Germany,4.8%,Kstritzer Schwarzbier
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,17,3,303,3,7,981,3.3 AROMA 7/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 13/20Atheist_Peace(981),7,31,101257,3.3,44.097,3.23862,Flying Monkeys Craft Brewery,13," Halifax, Nova Scotia, Canada                          ",3,192,Stout,http://www.ratebeer.com/beer/flying-monkeys-cadillac-graveyard/304280/101257/,Dark brown pour with lots of tan head that sticks around for quite some time. Chocolaty roasted malt on the nose with some leafy hop character. A little thin on the palate with a roasted coffee flavour dominating. Theres a slight nutty quality as well. Finishes quite dry with a light lingering bitterness. ,59.765,Atheist_Peace,Canada,6.4%,Flying Monkeys Cadillac Graveyard
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,9,3,303,3,8,981,3.9 AROMA 8/10 APPEARANCE 4/5 TASTE 8/10 PALATE 3/5 OVERALL 16/20Atheist_Peace(981),8,31,101257,3.9,,3.393643,Boxing Rock Brewing Company,16," Halifax, Nova Scotia, Canada                          ",4,252,Saison,http://www.ratebeer.com/beer/boxing-rock-merci-biere/300979/101257/,Light amber pour with a nearly white single finger head. Leaves a thin cap and a ring. Interesting nose on this stuff; theres smoke and spice and fruit and bread and something candied. Just as impressive on the palate. All those same notes come together nicely. The only downside I see is a weird astringent hiccup leading into the spicy finish. ,,Atheist_Peace,Canada,8.4%,Boxing Rock Merci Bire
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,212,3,303,3,7,981,3.6 AROMA 8/10 APPEARANCE 3/5 TASTE 7/10 PALATE 3/5 OVERALL 15/20Atheist_Peace(981),8,31,101257,3.6,45.318,3.60326,Muskoka Brewery,15," Halifax, Nova Scotia, Canada                          ",3,212,Imperial Stout,http://www.ratebeer.com/beer/muskoka-winter-beard-double-chocolate-cranberry-stout/135069/101257/,"Dark brown pour with red highlights. Tan head that leaves a thin cap of lace. Aromas of dark chocolate, licorice, sour berries and toffee. Much the same in the flavour profile. The cranberry doesnt come through until late and follows into the finish. Good, interesting stuff but seems to fall outside the stout category in my mind. ",93.844,Atheist_Peace,Canada,8%,Muskoka Winter Beard Double Chocolate Cranberry Stout
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,8,3,303,3,8,981,3.7 AROMA 7/10 APPEARANCE 4/5 TASTE 8/10 PALATE 3/5 OVERALL 15/20Atheist_Peace(981),7,31,101257,3.7,,3.282084,Boxing Rock Brewing Company,15," Halifax, Nova Scotia, Canada                          ",4,195,Black IPA,http://www.ratebeer.com/beer/boxing-rock-the-darkness/302098/101257/,Nearly black pour with a tan head that sticks around nicely. Lots of bright hop character on the nose with something thats like a cross between candy and medicine. Theres a light roasted malt note underneath. The hop character dominates on the palate as well but the dark maltiness comes out a little better. The finish isnt quite as long and sharp as I might like but overall this is good drinkable beer.  ,,Atheist_Peace,Canada,6.5%,Boxing Rock The Darkness
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,168,3,303,3,7,981,3.6 AROMA 8/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 14/20Atheist_Peace(981),8,31,101257,3.6,95.377,3.556518,Mikkeller,14," Halifax, Nova Scotia, Canada                          ",4,168,American Pale Ale,http://www.ratebeer.com/beer/mikkeller-krlek-efterar-vinter-2013/227750/101257/,"Cloudy yellowy pour with a frothy white head that sticks around and leaves a lot of webbing. Fresh pineapple, pine and a candy note on the nose. A little light of flavour, some pineapple and pine but not much else really. Finishes with a persistent bitterness.  ",92.535,Atheist_Peace,Denmark,5.9%,Mikkeller K:rlek Efterr/Vinter 2013
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,165,3,303,3,8,981,3.6 AROMA 7/10 APPEARANCE 4/5 TASTE 8/10 PALATE 3/5 OVERALL 14/20Atheist_Peace(981),7,31,101257,3.6,93.717,3.560744,Black Oak Brewing,14," Halifax, Nova Scotia, Canada                          ",4,165,Porter,http://www.ratebeer.com/beer/black-oak-nutcracker/10261/101257/,Nearly black pour with a finger of tan head. Roasted coffee and cinnamon on the nose. More cinnamon on the palate with some chocolate and coffee notes. Theres also a bit of earthiness. Medium bodied with a lengthy bitter and spicy finish.  ,92.126,Atheist_Peace,Canada,5.5%,Black Oak Nutcracker
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,220,3,303,4,9,981,4.1 AROMA 8/10 APPEARANCE 4/5 TASTE 9/10 PALATE 4/5 OVERALL 16/20Atheist_Peace(981),8,31,101257,4.1,86.528,3.846585,Flying Monkeys Craft Brewery,16," Halifax, Nova Scotia, Canada                          ",4,220,Imperial Stout,http://www.ratebeer.com/beer/flying-monkeys-the-chocolate-manifesto/235844/101257/,"Nearly black pour with a finger of mocha head that leaves a good layer of lace. Chocolate dominates the nose as one might expect. I get layers and layers of different chocolate notes, milk chocolate, hot chocolate, fresh fudge. Theres also a nice vanillan note wrapped around the chocolate. Theres a nice little licorice note added on the palate as well as a faint bitterness that offsets the light sweetness. Finishes with a drawn out slightly warming bittersweet chocolaty note.  ",98.833,Atheist_Peace,Canada,10%,Flying Monkeys The Chocolate Manifesto  
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,100,3,303,3,7,981,3.7 AROMA 8/10 APPEARANCE 4/5 TASTE 7/10 PALATE 3/5 OVERALL 15/20Atheist_Peace(981),8,31,101257,3.7,86.789,3.685456,Les Trois Mousquetaires,15," Halifax, Nova Scotia, Canada                          ",4,100,Barley Wine,http://www.ratebeer.com/beer/les-trois-mousquetaires-gc-barleywine-americain/202930/101257/,"Clear, copper pour with a slightly yellow head that leaves a little lace. Lots of resinous hops on the nose with slightly burnt grain and stewed fruit. Fairly sweet on the palate with lots of roasted grain notes, deep hop flavours and rich fruit. Finishes a little on the warm side, but a pleasant sipper. ",96.365,Atheist_Peace,Canada,10%,Les Trois Mousquetaires G.C. Barleywine Amricain
24,0,http://www.ratebeer.com/user/101257/beer-ratings/,115,3,303,4,8,981,3.8 AROMA 7/10 APPEARANCE 4/5 TASTE 8/10 PALATE 4/5 OVERALL 15/20Atheist_Peace(981),7,31,101257,3.8,74.304,3.658069,Le Trou du Diable,15," Halifax, Nova Scotia, Canada                          ",4,115,Sour/Wild Ale,http://www.ratebeer.com/beer/le-trou-du-diable-lours/242114/101257/,Cloudy light amber pour with several miles of head. Lots of funk and wood notes on the nose with some light fruit notes. Moderately sour with a little more fruit character in the mouth. Finishes with a mild sourness that lingers nicely.  ,95.672,Atheist_Peace,Canada,6.5%,Le Trou du Diable LOurs
